Location/Field,Leaf_Color,Symptoms,Whitefly_Presence,Temperature,Humidity,Soil_Moisture,Previous_Crop,Cotton_Variety,Disease_Type
Chhattisgarh,Brown,Lesions,No,28.83854727,Mid,Warm,Legumes,Hybrid,Bacterial Blight
Rajasthan,Yellow,Wilting,No,18.11703073,Low,Moist,Legumes,Hybrid,Fusarium Wilt
Odisha,Green,Absent,No,19.86885234,Mid,Warm,Oilseeds,Hybrid,Normal
Jharkhand,Green,Twist or Curl upwards,Yes,31.84387462,Low,Warm,Oilseeds,Hybrid,Cotton Leaf Curl Disease
Karnataka,Green,Absent,No,19.18612152,Low,Warm,Legumes,Hybrid,Normal
Madhya Pradesh,Green,Absent,No,16.45044634,Low,Warm,Grains,Region-Specific,Normal
Jharkhand,Yellow,Wilting,No,29.06560108,High,Moist,Legumes,Region-Specific,Fusarium Wilt
Punjab,Green,Absent,No,23.05052711,Mid,Warm,Oilseeds,Hybrid,Normal
Tamil Nadu,Green,Twist or Curl upwards,Yes,33.40080105,Mid,Warm,Oilseeds,Region-Specific,Cotton Leaf Curl Disease
Tamil Nadu,Yellow,Wilting,No,28.00510142,High,Dry,Grains,Hybrid,Verticillium Wilt
Punjab,Yellow,Wilting,No,16.80837956,High,Dry,Legumes,Region-Specific,Verticillium Wilt
Gujarat,Green,Twist or Curl upwards,Yes,33.95713135,High,Warm,Oilseeds,Hybrid,Cotton Leaf Curl Disease
Odisha,Yellow,Wilting,No,20.17114527,Mid,Moist,Legumes,Hybrid,Fusarium Wilt
Madhya Pradesh,Brown,Lesions,No,21.74424981,Low,Warm,Oilseeds,Region-Specific,Bacterial Blight
Andhra Pradesh,Yellow,Wilting,No,23.04520827,High,Moist,Grains,Region-Specific,Fusarium Wilt
Gujarat,Green,Twist or Curl upwards,Yes,16.02448593,High,Warm,Legumes,Hybrid,Cotton Leaf Curl Disease
Telangana,Green,Absent,No,24.93030844,High,Warm,Legumes,Hybrid,Normal
Punjab,Yellow,Wilting,No,17.46636982,Low,Dry,Grains,Hybrid,Verticillium Wilt
Andhra Pradesh,Green,Absent,No,23.01940653,Low,Warm,Oilseeds,Hybrid,Normal
Tamil Nadu,Yellow,Wilting,No,22.01419576,High,Moist,Oilseeds,Hybrid,Fusarium Wilt
Maharashtra,Green,Twist or Curl upwards,Yes,30.45680167,Low,Warm,Legumes,Hybrid,Cotton Leaf Curl Disease
Uttar Pradesh,Yellow,Wilting,No,31.06341023,High,Dry,Grains,Region-Specific,Verticillium Wilt
Karnataka,Green,Twist or Curl upwards,Yes,18.06825765,Low,Warm,Legumes,Region-Specific,Cotton Leaf Curl Disease
Tamil Nadu,Yellow,Wilting,No,22.33102375,Mid,Dry,Legumes,Region-Specific,Verticillium Wilt
Madhya Pradesh,Yellow,Wilting,No,22.46706322,Mid,Dry,Oilseeds,Region-Specific,Verticillium Wilt
Chhattisgarh,Yellow,Wilting,No,18.02820888,Low,Dry,Oilseeds,Region-Specific,Verticillium Wilt
Rajasthan,Yellow,Wilting,No,30.9690701,Mid,Moist,Oilseeds,Hybrid,Fusarium Wilt
Uttar Pradesh,Green,Twist or Curl upwards,Yes,29.14456657,Mid,Warm,Oilseeds,Hybrid,Cotton Leaf Curl Disease
Uttar Pradesh,Brown,Lesions,No,18.80763573,Mid,Warm,Oilseeds,Region-Specific,Bacterial Blight
Maharashtra,Brown,Lesions,No,22.33443817,High,Warm,Grains,Hybrid,Bacterial Blight
Karnataka,Brown,Lesions,No,17.1161005,Low,Warm,Legumes,Region-Specific,Bacterial Blight
West Bengal,Green,Twist or Curl upwards,Yes,27.56413194,Low,Warm,Grains,Region-Specific,Cotton Leaf Curl Disease
Karnataka,Green,Absent,No,17.42743849,Low,Warm,Legumes,Hybrid,Normal
Telangana,Green,Twist or Curl upwards,Yes,34.71868337,Mid,Warm,Oilseeds,Hybrid,Cotton Leaf Curl Disease
Telangana,Yellow,Wilting,No,30.61364149,High,Dry,Grains,Region-Specific,Verticillium Wilt
Haryana,Green,Absent,No,22.80477099,Low,Warm,Legumes,Region-Specific,Normal
Tamil Nadu,Yellow,Wilting,No,26.57127865,Mid,Dry,Oilseeds,Region-Specific,Verticillium Wilt
Tamil Nadu,Yellow,Wilting,No,33.22683632,High,Dry,Oilseeds,Region-Specific,Verticillium Wilt
Tamil Nadu,Green,Twist or Curl upwards,Yes,26.08198561,High,Warm,Grains,Hybrid,Cotton Leaf Curl Disease
Haryana,Brown,Lesions,No,18.48996973,Low,Warm,Grains,Region-Specific,Bacterial Blight
Odisha,Green,Absent,No,22.57406711,Low,Warm,Grains,Hybrid,Normal
Gujarat,Yellow,Wilting,No,31.8628973,Mid,Moist,Oilseeds,Region-Specific,Fusarium Wilt
Chhattisgarh,Brown,Lesions,No,27.88426032,Low,Warm,Legumes,Region-Specific,Bacterial Blight
Chhattisgarh,Yellow,Wilting,No,28.01448769,Mid,Moist,Legumes,Hybrid,Fusarium Wilt
Karnataka,Green,Twist or Curl upwards,Yes,32.33642971,High,Warm,Grains,Hybrid,Cotton Leaf Curl Disease
Maharashtra,Green,Absent,No,32.87946115,High,Warm,Legumes,Hybrid,Normal
Madhya Pradesh,Green,Twist or Curl upwards,Yes,33.39585144,High,Warm,Oilseeds,Hybrid,Cotton Leaf Curl Disease
Karnataka,Yellow,Wilting,No,16.89698387,High,Moist,Legumes,Hybrid,Fusarium Wilt
Telangana,Yellow,Wilting,No,25.88252004,Low,Dry,Oilseeds,Region-Specific,Verticillium Wilt
Uttar Pradesh,Green,Twist or Curl upwards,Yes,29.81019042,Low,Warm,Grains,Region-Specific,Cotton Leaf Curl Disease
Andhra Pradesh,Green,Absent,No,30.1385369,Mid,Warm,Legumes,Region-Specific,Normal
Jharkhand,Green,Twist or Curl upwards,Yes,27.13432404,Mid,Warm,Oilseeds,Hybrid,Cotton Leaf Curl Disease
Rajasthan,Brown,Lesions,No,18.3357467,Mid,Warm,Grains,Hybrid,Bacterial Blight
Haryana,Green,Twist or Curl upwards,Yes,30.94841108,Mid,Warm,Grains,Hybrid,Cotton Leaf Curl Disease
Punjab,Yellow,Wilting,No,29.40222667,Mid,Moist,Grains,Region-Specific,Fusarium Wilt
Andhra Pradesh,Green,Twist or Curl upwards,Yes,16.72271543,High,Warm,Grains,Hybrid,Cotton Leaf Curl Disease
Madhya Pradesh,Green,Absent,No,24.27619649,High,Warm,Legumes,Region-Specific,Normal
Tamil Nadu,Green,Twist or Curl upwards,Yes,18.47954799,High,Warm,Oilseeds,Region-Specific,Cotton Leaf Curl Disease
Telangana,Green,Twist or Curl upwards,Yes,21.74954091,Mid,Warm,Legumes,Region-Specific,Cotton Leaf Curl Disease
Jharkhand,Green,Absent,No,15.36162184,High,Warm,Oilseeds,Hybrid,Normal
West Bengal,Green,Twist or Curl upwards,Yes,23.00659737,High,Warm,Grains,Region-Specific,Cotton Leaf Curl Disease
Telangana,Green,Absent,No,25.99753842,High,Warm,Legumes,Region-Specific,Normal
Telangana,Yellow,Wilting,No,27.39165186,High,Moist,Grains,Region-Specific,Fusarium Wilt
Tamil Nadu,Green,Absent,No,28.2698069,Low,Warm,Oilseeds,Hybrid,Normal
Punjab,Yellow,Wilting,No,31.72582626,Mid,Moist,Grains,Region-Specific,Fusarium Wilt
Haryana,Yellow,Wilting,No,19.30925815,Mid,Moist,Legumes,Hybrid,Fusarium Wilt
Andhra Pradesh,Green,Absent,No,17.40963645,Low,Warm,Legumes,Hybrid,Normal
Tamil Nadu,Green,Twist or Curl upwards,Yes,32.03074344,High,Warm,Oilseeds,Region-Specific,Cotton Leaf Curl Disease
Madhya Pradesh,Brown,Lesions,No,18.1322563,High,Warm,Oilseeds,Region-Specific,Bacterial Blight
Haryana,Green,Absent,No,34.49520163,High,Warm,Legumes,Hybrid,Normal
Madhya Pradesh,Green,Twist or Curl upwards,Yes,31.85076459,Mid,Warm,Legumes,Region-Specific,Cotton Leaf Curl Disease
Haryana,Yellow,Wilting,No,25.01753212,Mid,Moist,Legumes,Hybrid,Fusarium Wilt
Punjab,Yellow,Wilting,No,34.6284285,Mid,Dry,Legumes,Hybrid,Verticillium Wilt
Rajasthan,Brown,Lesions,No,16.94753458,Mid,Warm,Oilseeds,Hybrid,Bacterial Blight
Madhya Pradesh,Green,Twist or Curl upwards,Yes,21.06131522,Mid,Warm,Legumes,Region-Specific,Cotton Leaf Curl Disease
Tamil Nadu,Brown,Lesions,No,27.7644883,Low,Warm,Oilseeds,Hybrid,Bacterial Blight
Haryana,Yellow,Wilting,No,22.00013737,Mid,Dry,Legumes,Hybrid,Verticillium Wilt
Chhattisgarh,Yellow,Wilting,No,33.56745104,High,Dry,Legumes,Region-Specific,Verticillium Wilt
Telangana,Yellow,Wilting,No,16.31252176,Mid,Dry,Grains,Region-Specific,Verticillium Wilt
Odisha,Green,Absent,No,25.98823664,Low,Warm,Grains,Hybrid,Normal
Karnataka,Brown,Lesions,No,26.81732535,High,Warm,Legumes,Hybrid,Bacterial Blight
West Bengal,Green,Absent,No,28.05456248,Low,Warm,Oilseeds,Hybrid,Normal
Telangana,Yellow,Wilting,No,20.11332447,High,Dry,Legumes,Region-Specific,Verticillium Wilt
Gujarat,Green,Twist or Curl upwards,Yes,22.29132855,Mid,Warm,Grains,Hybrid,Cotton Leaf Curl Disease
Rajasthan,Yellow,Wilting,No,31.87361059,Low,Dry,Legumes,Hybrid,Verticillium Wilt
Rajasthan,Green,Absent,No,18.89885538,High,Warm,Grains,Region-Specific,Normal
Telangana,Yellow,Wilting,No,31.53735694,Mid,Dry,Legumes,Region-Specific,Verticillium Wilt
West Bengal,Yellow,Wilting,No,26.25310846,High,Dry,Legumes,Hybrid,Verticillium Wilt
Chhattisgarh,Green,Absent,No,30.24375022,Low,Warm,Oilseeds,Region-Specific,Normal
Andhra Pradesh,Green,Absent,No,29.27214733,Low,Warm,Grains,Hybrid,Normal
Punjab,Green,Twist or Curl upwards,Yes,19.15022991,Low,Warm,Grains,Hybrid,Cotton Leaf Curl Disease
Madhya Pradesh,Green,Absent,No,26.37625473,Low,Warm,Grains,Region-Specific,Normal
Tamil Nadu,Green,Twist or Curl upwards,Yes,32.35446306,Mid,Warm,Oilseeds,Hybrid,Cotton Leaf Curl Disease
Rajasthan,Yellow,Wilting,No,23.64232474,High,Moist,Legumes,Hybrid,Fusarium Wilt
Telangana,Yellow,Wilting,No,34.3318154,Mid,Moist,Oilseeds,Region-Specific,Fusarium Wilt
Telangana,Green,Absent,No,24.044302,Low,Warm,Legumes,Hybrid,Normal
Punjab,Yellow,Wilting,No,17.85571273,High,Dry,Oilseeds,Region-Specific,Verticillium Wilt
Chhattisgarh,Brown,Lesions,No,22.7886936,Low,Warm,Oilseeds,Hybrid,Bacterial Blight
Punjab,Yellow,Wilting,No,34.03404813,Mid,Dry,Grains,Region-Specific,Verticillium Wilt
Maharashtra,Green,Absent,No,21.39441699,Mid,Warm,Oilseeds,Region-Specific,Normal
Chhattisgarh,Green,Twist or Curl upwards,Yes,32.3619632,Mid,Warm,Legumes,Region-Specific,Cotton Leaf Curl Disease
Maharashtra,Yellow,Wilting,No,32.62501363,High,Dry,Oilseeds,Region-Specific,Verticillium Wilt
Andhra Pradesh,Yellow,Wilting,No,22.00373049,High,Moist,Oilseeds,Region-Specific,Fusarium Wilt
Jharkhand,Green,Absent,No,16.66515316,Low,Warm,Legumes,Region-Specific,Normal
Odisha,Yellow,Wilting,No,29.49115818,High,Dry,Grains,Hybrid,Verticillium Wilt
Odisha,Yellow,Wilting,No,21.23024598,High,Dry,Legumes,Hybrid,Verticillium Wilt
Andhra Pradesh,Green,Twist or Curl upwards,Yes,30.65847229,Mid,Warm,Legumes,Region-Specific,Cotton Leaf Curl Disease
Gujarat,Green,Twist or Curl upwards,Yes,23.85309697,Low,Warm,Legumes,Hybrid,Cotton Leaf Curl Disease
Jharkhand,Green,Twist or Curl upwards,Yes,24.70533485,Mid,Warm,Oilseeds,Region-Specific,Cotton Leaf Curl Disease
Chhattisgarh,Brown,Lesions,No,30.55818813,Low,Warm,Oilseeds,Region-Specific,Bacterial Blight
Andhra Pradesh,Green,Absent,No,22.64726662,Low,Warm,Legumes,Hybrid,Normal
Haryana,Green,Absent,No,23.86254691,High,Warm,Legumes,Region-Specific,Normal
Punjab,Yellow,Wilting,No,22.52380938,Mid,Moist,Grains,Hybrid,Fusarium Wilt
West Bengal,Yellow,Wilting,No,22.34681031,High,Moist,Oilseeds,Region-Specific,Fusarium Wilt
Odisha,Green,Absent,No,25.51893154,High,Warm,Oilseeds,Region-Specific,Normal
Chhattisgarh,Yellow,Wilting,No,31.17598889,High,Dry,Oilseeds,Hybrid,Verticillium Wilt
Tamil Nadu,Green,Absent,No,22.23536624,Low,Warm,Oilseeds,Region-Specific,Normal
Haryana,Brown,Lesions,No,25.48509441,Mid,Warm,Legumes,Region-Specific,Bacterial Blight
Madhya Pradesh,Yellow,Wilting,No,28.41454651,Mid,Moist,Legumes,Region-Specific,Fusarium Wilt
Jharkhand,Yellow,Wilting,No,20.38878893,High,Moist,Grains,Hybrid,Fusarium Wilt
Telangana,Yellow,Wilting,No,20.5504561,Low,Moist,Oilseeds,Hybrid,Fusarium Wilt
Andhra Pradesh,Green,Absent,No,33.66826254,Mid,Warm,Oilseeds,Hybrid,Normal
West Bengal,Yellow,Wilting,No,29.47069147,Mid,Moist,Legumes,Hybrid,Fusarium Wilt
Telangana,Yellow,Wilting,No,26.54373352,High,Moist,Grains,Hybrid,Fusarium Wilt
Chhattisgarh,Green,Absent,No,27.95440109,Low,Warm,Legumes,Region-Specific,Normal
Rajasthan,Yellow,Wilting,No,15.58598886,High,Dry,Oilseeds,Hybrid,Verticillium Wilt
Gujarat,Yellow,Wilting,No,27.36205931,Mid,Moist,Oilseeds,Hybrid,Fusarium Wilt
Rajasthan,Yellow,Wilting,No,25.19017746,Low,Moist,Grains,Region-Specific,Fusarium Wilt
Gujarat,Yellow,Wilting,No,25.9149936,High,Moist,Legumes,Region-Specific,Fusarium Wilt
Maharashtra,Brown,Lesions,No,22.18847654,Mid,Warm,Oilseeds,Hybrid,Bacterial Blight
Jharkhand,Green,Absent,No,16.62947795,High,Warm,Oilseeds,Region-Specific,Normal
Telangana,Yellow,Wilting,No,18.86678467,High,Moist,Grains,Region-Specific,Fusarium Wilt
Gujarat,Brown,Lesions,No,34.01489426,High,Warm,Oilseeds,Region-Specific,Bacterial Blight
Uttar Pradesh,Yellow,Wilting,No,23.17399125,Low,Dry,Oilseeds,Hybrid,Verticillium Wilt
Odisha,Yellow,Wilting,No,24.33366312,Mid,Dry,Legumes,Region-Specific,Verticillium Wilt
Uttar Pradesh,Brown,Lesions,No,16.0541958,Mid,Warm,Grains,Region-Specific,Bacterial Blight
Jharkhand,Yellow,Wilting,No,15.75132459,Mid,Dry,Grains,Hybrid,Verticillium Wilt
Uttar Pradesh,Green,Twist or Curl upwards,Yes,29.34362894,Mid,Warm,Grains,Region-Specific,Cotton Leaf Curl Disease
Karnataka,Yellow,Wilting,No,25.76189328,Low,Dry,Legumes,Region-Specific,Verticillium Wilt
Odisha,Green,Twist or Curl upwards,Yes,25.17411968,High,Warm,Grains,Hybrid,Cotton Leaf Curl Disease
Haryana,Brown,Lesions,No,19.86249061,Mid,Warm,Oilseeds,Hybrid,Bacterial Blight
West Bengal,Green,Twist or Curl upwards,Yes,29.89501463,Low,Warm,Grains,Hybrid,Cotton Leaf Curl Disease
Gujarat,Yellow,Wilting,No,18.36473158,High,Dry,Oilseeds,Region-Specific,Verticillium Wilt
Gujarat,Yellow,Wilting,No,18.79869487,Low,Moist,Grains,Hybrid,Fusarium Wilt
Haryana,Green,Twist or Curl upwards,Yes,24.21424343,Low,Warm,Grains,Hybrid,Cotton Leaf Curl Disease
Telangana,Yellow,Wilting,No,20.72559724,Mid,Dry,Legumes,Region-Specific,Verticillium Wilt
Telangana,Yellow,Wilting,No,19.94925962,Mid,Moist,Grains,Region-Specific,Fusarium Wilt
Jharkhand,Brown,Lesions,No,27.90475289,High,Warm,Grains,Region-Specific,Bacterial Blight
Uttar Pradesh,Brown,Lesions,No,28.0194349,High,Warm,Legumes,Region-Specific,Bacterial Blight
Jharkhand,Green,Absent,No,31.4903414,Mid,Warm,Oilseeds,Region-Specific,Normal
Haryana,Brown,Lesions,No,23.35417134,Low,Warm,Grains,Hybrid,Bacterial Blight
Jharkhand,Green,Absent,No,16.46170182,Mid,Warm,Grains,Hybrid,Normal
Chhattisgarh,Brown,Lesions,No,20.4733277,High,Warm,Oilseeds,Hybrid,Bacterial Blight
Odisha,Brown,Lesions,No,34.60010926,Low,Warm,Legumes,Region-Specific,Bacterial Blight
Uttar Pradesh,Brown,Lesions,No,26.9251715,Low,Warm,Grains,Hybrid,Bacterial Blight
Rajasthan,Green,Absent,No,29.1947417,Low,Warm,Legumes,Region-Specific,Normal
Karnataka,Green,Absent,No,15.14715659,Mid,Warm,Oilseeds,Region-Specific,Normal
Tamil Nadu,Green,Twist or Curl upwards,Yes,25.36411464,Mid,Warm,Oilseeds,Hybrid,Cotton Leaf Curl Disease
Madhya Pradesh,Yellow,Wilting,No,15.75057315,High,Dry,Legumes,Hybrid,Verticillium Wilt
Karnataka,Yellow,Wilting,No,26.38460424,Low,Dry,Oilseeds,Region-Specific,Verticillium Wilt
Telangana,Yellow,Wilting,No,33.41541699,Low,Dry,Oilseeds,Region-Specific,Verticillium Wilt
West Bengal,Brown,Lesions,No,34.36838261,Mid,Warm,Grains,Hybrid,Bacterial Blight
Tamil Nadu,Yellow,Wilting,No,25.81105351,High,Dry,Legumes,Hybrid,Verticillium Wilt
Maharashtra,Green,Absent,No,24.16409611,High,Warm,Grains,Region-Specific,Normal
Andhra Pradesh,Green,Twist or Curl upwards,Yes,33.90034188,Low,Warm,Legumes,Region-Specific,Cotton Leaf Curl Disease
West Bengal,Yellow,Wilting,No,28.47219664,Mid,Moist,Grains,Region-Specific,Fusarium Wilt
Uttar Pradesh,Green,Twist or Curl upwards,Yes,16.29798559,Low,Warm,Oilseeds,Region-Specific,Cotton Leaf Curl Disease
Gujarat,Yellow,Wilting,No,24.31451155,Mid,Dry,Legumes,Hybrid,Verticillium Wilt
Chhattisgarh,Yellow,Wilting,No,19.80490037,High,Dry,Legumes,Hybrid,Verticillium Wilt
Chhattisgarh,Green,Absent,No,24.39608643,Low,Warm,Legumes,Region-Specific,Normal
Haryana,Green,Twist or Curl upwards,Yes,24.10931144,Low,Warm,Legumes,Region-Specific,Cotton Leaf Curl Disease
West Bengal,Green,Absent,No,26.64289606,Low,Warm,Oilseeds,Hybrid,Normal
Haryana,Green,Absent,No,22.13540981,High,Warm,Oilseeds,Region-Specific,Normal
Gujarat,Yellow,Wilting,No,18.28540899,Low,Moist,Oilseeds,Region-Specific,Fusarium Wilt
Uttar Pradesh,Green,Absent,No,25.07438869,High,Warm,Grains,Region-Specific,Normal
West Bengal,Green,Absent,No,31.60405769,Mid,Warm,Oilseeds,Region-Specific,Normal
Andhra Pradesh,Yellow,Wilting,No,28.28024456,High,Moist,Grains,Region-Specific,Fusarium Wilt
Madhya Pradesh,Brown,Lesions,No,21.76735732,Mid,Warm,Grains,Region-Specific,Bacterial Blight
Andhra Pradesh,Brown,Lesions,No,33.71046046,High,Warm,Oilseeds,Hybrid,Bacterial Blight
Tamil Nadu,Yellow,Wilting,No,33.24415142,High,Moist,Oilseeds,Region-Specific,Fusarium Wilt
Andhra Pradesh,Green,Absent,No,19.18696799,Low,Warm,Oilseeds,Hybrid,Normal
Chhattisgarh,Yellow,Wilting,No,15.7883517,High,Dry,Grains,Hybrid,Verticillium Wilt
Tamil Nadu,Green,Twist or Curl upwards,Yes,29.82617417,Low,Warm,Legumes,Hybrid,Cotton Leaf Curl Disease
Andhra Pradesh,Yellow,Wilting,No,31.55220523,Mid,Dry,Oilseeds,Region-Specific,Verticillium Wilt
Madhya Pradesh,Yellow,Wilting,No,34.35729132,Mid,Dry,Grains,Region-Specific,Verticillium Wilt
West Bengal,Green,Absent,No,32.79672788,Low,Warm,Grains,Region-Specific,Normal
Madhya Pradesh,Green,Twist or Curl upwards,Yes,27.01069536,Mid,Warm,Oilseeds,Hybrid,Cotton Leaf Curl Disease
Telangana,Green,Twist or Curl upwards,Yes,25.60104678,High,Warm,Grains,Hybrid,Cotton Leaf Curl Disease
Gujarat,Brown,Lesions,No,15.55682103,Low,Warm,Oilseeds,Region-Specific,Bacterial Blight
Madhya Pradesh,Yellow,Wilting,No,19.93312894,Low,Moist,Grains,Region-Specific,Fusarium Wilt
Tamil Nadu,Green,Absent,No,24.19229503,Low,Warm,Legumes,Hybrid,Normal
Madhya Pradesh,Green,Twist or Curl upwards,Yes,27.570078,Mid,Warm,Grains,Hybrid,Cotton Leaf Curl Disease
Telangana,Green,Absent,No,26.14503667,Mid,Warm,Oilseeds,Hybrid,Normal
Haryana,Brown,Lesions,No,29.85271979,High,Warm,Legumes,Region-Specific,Bacterial Blight
Tamil Nadu,Yellow,Wilting,No,20.59533862,High,Dry,Oilseeds,Hybrid,Verticillium Wilt
Telangana,Green,Twist or Curl upwards,Yes,26.29905215,Low,Warm,Grains,Hybrid,Cotton Leaf Curl Disease
Chhattisgarh,Brown,Lesions,No,16.76284487,High,Warm,Legumes,Hybrid,Bacterial Blight
Rajasthan,Green,Absent,No,23.27331047,Mid,Warm,Legumes,Region-Specific,Normal
Rajasthan,Brown,Lesions,No,30.00321666,High,Warm,Grains,Region-Specific,Bacterial Blight
Maharashtra,Brown,Lesions,No,28.86801707,Mid,Warm,Legumes,Region-Specific,Bacterial Blight
Andhra Pradesh,Brown,Lesions,No,34.81285474,High,Warm,Legumes,Hybrid,Bacterial Blight
Gujarat,Brown,Lesions,No,20.55782252,Mid,Warm,Legumes,Hybrid,Bacterial Blight
Punjab,Brown,Lesions,No,24.96378598,Mid,Warm,Oilseeds,Hybrid,Bacterial Blight
Karnataka,Brown,Lesions,No,21.59060828,High,Warm,Oilseeds,Hybrid,Bacterial Blight
Telangana,Yellow,Wilting,No,23.81206228,High,Moist,Legumes,Region-Specific,Fusarium Wilt
Haryana,Green,Absent,No,32.1390026,Mid,Warm,Grains,Hybrid,Normal
Karnataka,Yellow,Wilting,No,28.6841815,Low,Dry,Grains,Hybrid,Verticillium Wilt
Haryana,Green,Absent,No,32.64882383,High,Warm,Oilseeds,Region-Specific,Normal
Chhattisgarh,Green,Twist or Curl upwards,Yes,19.07022217,Mid,Warm,Grains,Hybrid,Cotton Leaf Curl Disease
Odisha,Green,Twist or Curl upwards,Yes,32.46722236,High,Warm,Legumes,Hybrid,Cotton Leaf Curl Disease
Odisha,Green,Absent,No,16.19524548,High,Warm,Grains,Hybrid,Normal
Odisha,Brown,Lesions,No,32.77198561,High,Warm,Oilseeds,Region-Specific,Bacterial Blight
Karnataka,Yellow,Wilting,No,21.58147559,High,Moist,Oilseeds,Hybrid,Fusarium Wilt
Jharkhand,Yellow,Wilting,No,21.29175267,High,Dry,Legumes,Region-Specific,Verticillium Wilt
Telangana,Brown,Lesions,No,25.24177153,Low,Warm,Oilseeds,Hybrid,Bacterial Blight
Punjab,Green,Absent,No,33.81380375,Low,Warm,Oilseeds,Region-Specific,Normal
Karnataka,Green,Absent,No,15.95562729,Low,Warm,Oilseeds,Region-Specific,Normal
Telangana,Yellow,Wilting,No,22.0446195,Mid,Moist,Grains,Region-Specific,Fusarium Wilt
Madhya Pradesh,Yellow,Wilting,No,32.13143977,Low,Moist,Oilseeds,Hybrid,Fusarium Wilt
Chhattisgarh,Green,Absent,No,22.92108955,Low,Warm,Grains,Hybrid,Normal
Punjab,Brown,Lesions,No,18.98313795,Mid,Warm,Oilseeds,Region-Specific,Bacterial Blight
Odisha,Brown,Lesions,No,23.49588363,Low,Warm,Oilseeds,Region-Specific,Bacterial Blight
Tamil Nadu,Brown,Lesions,No,22.71105003,High,Warm,Grains,Hybrid,Bacterial Blight
Chhattisgarh,Yellow,Wilting,No,33.30832403,Low,Dry,Grains,Region-Specific,Verticillium Wilt
Haryana,Yellow,Wilting,No,30.23868751,Low,Dry,Legumes,Hybrid,Verticillium Wilt
Odisha,Brown,Lesions,No,25.10231111,Low,Warm,Legumes,Hybrid,Bacterial Blight
Rajasthan,Green,Absent,No,34.76741133,High,Warm,Grains,Region-Specific,Normal
Andhra Pradesh,Yellow,Wilting,No,24.30555063,High,Moist,Oilseeds,Region-Specific,Fusarium Wilt
Rajasthan,Green,Twist or Curl upwards,Yes,16.16475662,High,Warm,Legumes,Hybrid,Cotton Leaf Curl Disease
Odisha,Yellow,Wilting,No,20.24548644,High,Moist,Grains,Hybrid,Fusarium Wilt
Chhattisgarh,Yellow,Wilting,No,23.7214096,Mid,Moist,Grains,Hybrid,Fusarium Wilt
Punjab,Green,Twist or Curl upwards,Yes,18.13805248,High,Warm,Oilseeds,Region-Specific,Cotton Leaf Curl Disease
Tamil Nadu,Brown,Lesions,No,33.95130253,High,Warm,Grains,Hybrid,Bacterial Blight
Haryana,Yellow,Wilting,No,30.33697796,High,Moist,Legumes,Region-Specific,Fusarium Wilt
Jharkhand,Green,Twist or Curl upwards,Yes,20.36574401,High,Warm,Oilseeds,Region-Specific,Cotton Leaf Curl Disease
Tamil Nadu,Green,Absent,No,26.81609067,Mid,Warm,Grains,Hybrid,Normal
Karnataka,Green,Absent,No,29.42898314,Low,Warm,Grains,Region-Specific,Normal
West Bengal,Green,Absent,No,33.82557858,Low,Warm,Oilseeds,Region-Specific,Normal
Haryana,Brown,Lesions,No,32.63270698,High,Warm,Oilseeds,Region-Specific,Bacterial Blight
Odisha,Yellow,Wilting,No,25.30384452,High,Moist,Oilseeds,Region-Specific,Fusarium Wilt
Karnataka,Yellow,Wilting,No,30.4930524,High,Moist,Legumes,Hybrid,Fusarium Wilt
West Bengal,Yellow,Wilting,No,26.24289508,Low,Dry,Legumes,Hybrid,Verticillium Wilt
Telangana,Green,Absent,No,26.0540778,Low,Warm,Grains,Region-Specific,Normal
Punjab,Brown,Lesions,No,17.29483917,High,Warm,Grains,Region-Specific,Bacterial Blight
Uttar Pradesh,Green,Twist or Curl upwards,Yes,17.52275316,Low,Warm,Oilseeds,Region-Specific,Cotton Leaf Curl Disease
Telangana,Brown,Lesions,No,25.5906723,Mid,Warm,Grains,Region-Specific,Bacterial Blight
Maharashtra,Yellow,Wilting,No,20.3772309,High,Moist,Grains,Region-Specific,Fusarium Wilt
Tamil Nadu,Green,Absent,No,15.42073805,High,Warm,Oilseeds,Hybrid,Normal
Uttar Pradesh,Yellow,Wilting,No,29.45678408,Mid,Dry,Legumes,Hybrid,Verticillium Wilt
Karnataka,Brown,Lesions,No,15.64973193,Mid,Warm,Legumes,Hybrid,Bacterial Blight
Madhya Pradesh,Yellow,Wilting,No,26.90553682,Low,Dry,Legumes,Hybrid,Verticillium Wilt
Telangana,Yellow,Wilting,No,25.78387588,Mid,Moist,Grains,Region-Specific,Fusarium Wilt
Maharashtra,Green,Twist or Curl upwards,Yes,34.37629381,High,Warm,Oilseeds,Region-Specific,Cotton Leaf Curl Disease
Gujarat,Brown,Lesions,No,24.68426279,Low,Warm,Legumes,Hybrid,Bacterial Blight
Uttar Pradesh,Yellow,Wilting,No,16.27202873,Mid,Moist,Grains,Hybrid,Fusarium Wilt
Rajasthan,Green,Absent,No,26.03375936,Low,Warm,Oilseeds,Hybrid,Normal
Haryana,Brown,Lesions,No,31.82192341,Low,Warm,Legumes,Region-Specific,Bacterial Blight
Jharkhand,Yellow,Wilting,No,34.93698569,Low,Dry,Legumes,Region-Specific,Verticillium Wilt
Jharkhand,Brown,Lesions,No,23.60686347,Low,Warm,Oilseeds,Region-Specific,Bacterial Blight
Maharashtra,Yellow,Wilting,No,21.40597485,Mid,Moist,Grains,Hybrid,Fusarium Wilt
